title,rating,description,removed_punc,tokenized_description
genius of the modern world,tv-14,"historian bettany hughes explores intellectual landscape helped shape work karl marx, friedrich nietzsche sigmund freud.",historian bettany hughes explores intellectual landscape helped shape work karl marx friedrich nietzsche sigmund freud,"['historian', 'bettany', 'hughes', 'explores', 'intellectual', 'landscape', 'helped', 'shape', 'work', 'karl', 'marx', 'friedrich', 'nietzsche', 'sigmund', 'freud']"
handsome devil,tv-ma,"self-described outsider sent rugby-obsessed boarding school, form unexpected bond star player.",selfdescribed outsider sent rugbyobsessed boarding school form unexpected bond star player,"['selfdescribed', 'outsider', 'sent', 'rugbyobsessed', 'boarding', 'school', 'form', 'unexpected', 'bond', 'star', 'player']"
"have you ever fallen in love, miss jiang?",tv-ma,new teacher find unenviable situation witnessing troubling interaction administrator student.,new teacher find unenviable situation witnessing troubling interaction administrator student,"['new', 'teacher', 'find', 'unenviable', 'situation', 'witnessing', 'troubling', 'interaction', 'administrator', 'student']"
hinterland,tv-14,"forsaking london rustic landscape wales, police detective troubled soul find place secret dark own.",forsaking london rustic landscape wales police detective troubled soul find place secret dark own,"['forsaking', 'london', 'rustic', 'landscape', 'wales', 'police', 'detective', 'troubled', 'soul', 'find', 'place', 'secret', 'dark', 'own']"
hogie the globehopper,tv-y,"hogie friend travel world, exploring far-flung locale like buenos aires, cairo, hawaii galapagos islands.",hogie friend travel world exploring farflung locale like buenos aires cairo hawaii galapagos islands,"['hogie', 'friend', 'travel', 'world', 'exploring', 'farflung', 'locale', 'like', 'buenos', 'aires', 'cairo', 'hawaii', 'galapagos', 'islands']"
jessica darling's it list,tv-g,"armed popularity tip beautiful older sister, precocious jessica darling prepares navigate treacherous world seventh grade.",armed popularity tip beautiful older sister precocious jessica darling prepares navigate treacherous world seventh grade,"['armed', 'popularity', 'tip', 'beautiful', 'older', 'sister', 'precocious', 'jessica', 'darling', 'prepares', 'navigate', 'treacherous', 'world', 'seventh', 'grade']"
land girls,tv-pg,"follow lives, loves, high low four member women's land army working hoxley estate wwii.",follow lives loves high low four member womens land army working hoxley estate wwii,"['follow', 'lives', 'loves', 'high', 'low', 'four', 'member', 'womens', 'land', 'army', 'working', 'hoxley', 'estate', 'wwii']"
life plan a and b,tv-pg,two parallel life path begin man woman love offered lucrative promotion far away must choose love career.,two parallel life path begin man woman love offered lucrative promotion far away must choose love career,"['two', 'parallel', 'life', 'path', 'begin', 'man', 'woman', 'love', 'offered', 'lucrative', 'promotion', 'far', 'away', 'must', 'choose', 'love', 'career']"
locust,tv-ma,"torrid affair passionate lowborn poet wealthy moscow heiress engulfed class difference, criminality and, eventually, murder.",torrid affair passionate lowborn poet wealthy moscow heiress engulfed class difference criminality and eventually murder,"['torrid', 'affair', 'passionate', 'lowborn', 'poet', 'wealthy', 'moscow', 'heiress', 'engulfed', 'class', 'difference', 'criminality', 'and', 'eventually', 'murder']"
love storm,tv-pg,three grown sibling must rethink idea family learn parent getting divorced eye new partners.,three grown sibling must rethink idea family learn parent getting divorced eye new partners,"['three', 'grown', 'sibling', 'must', 'rethink', 'idea', 'family', 'learn', 'parent', 'getting', 'divorced', 'eye', 'new', 'partners']"
maz jobrani: immigrant,tv-ma,"iranian american comic maz jobrani light kennedy center riff immigrant life trump era, modern parenting pitfall more.",iranian american comic maz jobrani light kennedy center riff immigrant life trump era modern parenting pitfall more,"['iranian', 'american', 'comic', 'maz', 'jobrani', 'light', 'kennedy', 'center', 'riff', 'immigrant', 'life', 'trump', 'era', 'modern', 'parenting', 'pitfall', 'more']"
nurses who kill,tv-14,"top medical, criminal psychological expert analyze motif method nurse use position kill rather heal.",top medical criminal psychological expert analyze motif method nurse use position kill rather heal,"['top', 'medical', 'criminal', 'psychological', 'expert', 'analyze', 'motif', 'method', 'nurse', 'use', 'position', 'kill', 'rather', 'heal']"
opening night,tv-ma,"rising star broadway, nick perennially pestered production manager new musical dedicated rock music's one-hit wonders.",rising star broadway nick perennially pestered production manager new musical dedicated rock musics onehit wonders,"['rising', 'star', 'broadway', 'nick', 'perennially', 'pestered', 'production', 'manager', 'new', 'musical', 'dedicated', 'rock', 'musics', 'onehit', 'wonders']"
raising the bar,tv-g,teenager gave spot elite u.s. gymnastics program family moved australia enters competition help new friend.,teenager gave spot elite us gymnastics program family moved australia enters competition help new friend,"['teenager', 'gave', 'spot', 'elite', 'us', 'gymnastics', 'program', 'family', 'moved', 'australia', 'enters', 'competition', 'help', 'new', 'friend']"
surviving escobar - alias jj,tv-ma,"medellín cartel crumbles, pablo escobar's no. 1 hit man struggle stay alive gain respect prison hierarchy.",medelln cartel crumbles pablo escobars no  hit man struggle stay alive gain respect prison hierarchy,"['medelln', 'cartel', 'crumbles', 'pablo', 'escobars', 'no', 'hit', 'man', 'struggle', 'stay', 'alive', 'gain', 'respect', 'prison', 'hierarchy']"
the blind christ,tv-ma,man claiming divine revelation child trek across chilean desert perform miracle friend badly injured remote town.,man claiming divine revelation child trek across chilean desert perform miracle friend badly injured remote town,"['man', 'claiming', 'divine', 'revelation', 'child', 'trek', 'across', 'chilean', 'desert', 'perform', 'miracle', 'friend', 'badly', 'injured', 'remote', 'town']"
the bomb,tv-14,"form, montage mesmerizing kinetics propel experimental meditation destructive power nuclear bomb, featuring music acid.",form montage mesmerizing kinetics propel experimental meditation destructive power nuclear bomb featuring music acid,"['form', 'montage', 'mesmerizing', 'kinetics', 'propel', 'experimental', 'meditation', 'destructive', 'power', 'nuclear', 'bomb', 'featuring', 'music', 'acid']"
the it crowd,tv-ma,"aided tech-illiterate manager, pair basement-dwelling dweeb make life corporation run cloddish new owner.",aided techilliterate manager pair basementdwelling dweeb make life corporation run cloddish new owner,"['aided', 'techilliterate', 'manager', 'pair', 'basementdwelling', 'dweeb', 'make', 'life', 'corporation', 'run', 'cloddish', 'new', 'owner']"
the truth about alcohol,tv-14,"emergency room doctor javid abdelmoneim endeavor learn truth alcohol, benefit risks, exploring science drinking.",emergency room doctor javid abdelmoneim endeavor learn truth alcohol benefit risks exploring science drinking,"['emergency', 'room', 'doctor', 'javid', 'abdelmoneim', 'endeavor', 'learn', 'truth', 'alcohol', 'benefit', 'risks', 'exploring', 'science', 'drinking']"
the women who kill lions,tv-ma,experience up-close look controversial passion resulting infamy big-game hunter rebecca francis jacine jadresko.,experience upclose look controversial passion resulting infamy biggame hunter rebecca francis jacine jadresko,"['experience', 'upclose', 'look', 'controversial', 'passion', 'resulting', 'infamy', 'biggame', 'hunter', 'rebecca', 'francis', 'jacine', 'jadresko']"
un plus une,tv-ma,"womanizing musician travel india, composes bollywood film score unexpectedly fall wife french ambassador.",womanizing musician travel india composes bollywood film score unexpectedly fall wife french ambassador,"['womanizing', 'musician', 'travel', 'india', 'composes', 'bollywood', 'film', 'score', 'unexpectedly', 'fall', 'wife', 'french', 'ambassador']"
vexed,tv-ma,charming slacker di jack armstrong driven professional di kate bishop try solve crime together without driving crazy.,charming slacker di jack armstrong driven professional di kate bishop try solve crime together without driving crazy,"['charming', 'slacker', 'di', 'jack', 'armstrong', 'driven', 'professional', 'di', 'kate', 'bishop', 'try', 'solve', 'crime', 'together', 'without', 'driving', 'crazy']"
vroomiz,tv-y,"half-car, half-animal friends, day zippy city chance fun, creative use teamwork solve difficult problems.",halfcar halfanimal friends day zippy city chance fun creative use teamwork solve difficult problems,"['halfcar', 'halfanimal', 'friends', 'day', 'zippy', 'city', 'chance', 'fun', 'creative', 'use', 'teamwork', 'solve', 'difficult', 'problems']"
winter sun,tv-14,"year ruthless businessmen kill father order death twin brother, modest fisherman adopts new persona exact revenge.",year ruthless businessmen kill father order death twin brother modest fisherman adopts new persona exact revenge,"['year', 'ruthless', 'businessmen', 'kill', 'father', 'order', 'death', 'twin', 'brother', 'modest', 'fisherman', 'adopts', 'new', 'persona', 'exact', 'revenge']"
world war ii in colour,nr,footage dramatic moment world war ii restored color high definition historical documentary series.,footage dramatic moment world war ii restored color high definition historical documentary series,"['footage', 'dramatic', 'moment', 'world', 'war', 'ii', 'restored', 'color', 'high', 'definition', 'historical', 'documentary', 'series']"
loco love,tv-ma,young man woman fall love threatened torn apart tension latino caucasian community arizona.,young man woman fall love threatened torn apart tension latino caucasian community arizona,"['young', 'man', 'woman', 'fall', 'love', 'threatened', 'torn', 'apart', 'tension', 'latino', 'caucasian', 'community', 'arizona']"
daughters of destiny,tv-pg,five girl india's impoverished family attend boarding school designed create opportunity strive brighter future.,five girl indias impoverished family attend boarding school designed create opportunity strive brighter future,"['five', 'girl', 'indias', 'impoverished', 'family', 'attend', 'boarding', 'school', 'designed', 'create', 'opportunity', 'strive', 'brighter', 'future']"
diana: 7 days that shook the world,tv-pg,"illuminating documentary examines aftermath princess diana’s tragic death tense, dramatic week leading funeral.",illuminating documentary examines aftermath princess dianas tragic death tense dramatic week leading funeral,"['illuminating', 'documentary', 'examines', 'aftermath', 'princess', 'dianas', 'tragic', 'death', 'tense', 'dramatic', 'week', 'leading', 'funeral']"
the incredible jessica james,tv-ma,"burned bad breakup, struggling new york city playwright make unlikely connection divorced app designer meet blind date.",burned bad breakup struggling new york city playwright make unlikely connection divorced app designer meet blind date,"['burned', 'bad', 'breakup', 'struggling', 'new', 'york', 'city', 'playwright', 'make', 'unlikely', 'connection', 'divorced', 'app', 'designer', 'meet', 'blind', 'date']"
joe mande’s award-winning comedy special,tv-ma,"stand-up comic joe mande aim critical adulation special cover dating shows, ""shark tank,"" jewish summer camp much more.",standup comic joe mande aim critical adulation special cover dating shows shark tank jewish summer camp much more,"['standup', 'comic', 'joe', 'mande', 'aim', 'critical', 'adulation', 'special', 'cover', 'dating', 'shows', 'shark', 'tank', 'jewish', 'summer', 'camp', 'much', 'more']"
